sentiment,long_comment
1,did not receive tracking info until product was being returned for non-delivery.  never knew attempts were made for delivery.
1,"one box was missing and apparently was damaged during delivery.  house store was easy to work with for the refund however, i should not have to reorder the product myself."
1,"i purchased washer/dryer and the stacking items all at once, but they are now arriving in parts. i already received my washer/dryer and have no idea when i'll receive this part (without which i can not install the others). i will now have to set a separate appointment for installation, this now will have me waiting for delivery/service in two separate dates, plus the overall time to start using y appliances got delayed. "
1,"i didn't receive this order
going on 2 weeks
i wouldn't even rate this 1 star but i had to"
1,useless
1,unable to use tracking on ups site.
1,the outside box was torn and the inside box was cut to the point of coming completely off......
0,got a text message it was at the store drove by and up with no issues. just what a order from on line.
1,"i ordered this item on march 3, but the tracking has a bad delivery date of jan 13 (delivered sioux falls, sd).  the item is in transit, but the main screen shows ""delivered"", when of course it is not.  there seems to be a glitch in the system, or at least a bad entry. "
1,i have not received this product. please advise me of the status.
1,"wanted to buy extended warranty,but was told this purchase did not come with one."
1,"package left outside in drizzle.  package staples were opened.
"
1,delivered to wrong name; wrong address number; wrong street.  very poor service!!!
1,"item had zero packing to protect the item. 
"
1,would be better to link directly to ups website from the shipping confirmation e-mail.
1,my delivery was delayed because of a commodity description. what is this. i was expecting my package today. it is a gift.
1,received in 2 days to my door. . great service.
1,"this was a great experience, it makes up for the experience i had in the store having to buy a more expensive one, which i really didn't want. i will be taking it back when i pick this one up."
1,"i only received an order confirmation never one with tracking info. when i did receive the tracking info email, i already had received the product. i'm still happy though. it's house stores fault not ups."
1,tried to straighten the mess out but the chat line was more interested in rating the chat
1,"when item was purchased was given delivery date of march 3-5. now i find out that you have only just shipped it?! your website needs to stop promising delivery dates for items that you can't fulfill.after spending about $2600 with you on this bagger as well as a d155 mower, i hope to be able to use it before the grass is so long you lose sight of the deere."
1,tv arrived damaged. house store then demands more money for expedited shipping because of their mistake. asinine. refund demanded and never again doing business with them.
1,you didn't give me the correct date. you didn't call to set up delivery. package was left outside in front of the garage where it could have been stolen.
1,this site does not update.  delivery window has already past with no estimated delay time.
1,"first tib came in damaged and had to reorder.  was told by the store, one week for delivery, now this page is telling me two.  i can't actually ""track"" this item with the tracking number either.  don't think i will order from house store again!"
1,i haven't picked up my delivery yet but am impressed with how i was notified and  how much sooner my order came in. just hope it is  not damaged because this is why i had delivered to store to check it out there that seems to be an issue from reviews
1,the delivery date was march 5-6 and then changed on the 6th to 16-17 of march. now i have to reschedule contractors which will delay the remodel by weeks.  not happy at all!!!
1,"i was told my order would arrive on march 6th, it didn't ship until the sixth. i have one very unhappy client to deal with."
1,this is crazy it was supposed to be at the store today now it's delayed until 16 how
1,"trying to get this information, was ridiculous. first, the information was not available until now? look at when i placed this order. so, i go into the store, to ask if they can find this information. they have zero information, even when i presented the order name and numbers. dealing with your customer service is a joke. after multiple awful experiences, with different large item purchases, i will definitely seek out multiple consumer reports websites, to post and share my experiences."
0,driver was extremely helpful
1,was not thrilled with house store feeling the need to send a text that my shipment arrived at 3:10 am. woke myself and my husband up. perhaps pass that along to them. thank you!
1,when i called the delivery information number the assistant said the delivery would be march 6.  does anyone know what is going on??  does anybody care???????
1,estes says we will deliver on friday.  wait wait wait.  call call call. no estes. so 9hrs later they say we deliver on monday
1,"this order was sitting unshipped for over a week at the vendor. i called house store to find out what happened, and then it was finally shipped.  frustrating experience. may not buy from house store online again. "
1,drop and run without even ringing doorbell is unprofessional
1,"i know there is bad weather, but there has been no update on this shipment since the label was issued on feb. 25, i.e. 10 days ago, on both your website and the ups tracking website. can you give me any information as to whether the package has shipped?"
1,way to long to get this product.. have not received yet and should have never taken this long.  will not order from hd on line again..sorry
1,the status was very slow and your supplier was not diligent in sticking to commitments. they said it was shipped but was not given to ups for more than 3 days later. the hd support personnel were extremely helpful in resolving the issue.
1,should also include a map of where my package is at.
1,i received an order a few weeks ago at the store. they opened the package deliberately at the store before accepted it. i was not happy and told them. if they do it again. i will refuse it. this is my package bought and paid for and they do not have the right to open it. please advise
1,3 days my ass
1,still waiting on delivery.
1,ups recvd shipping info 3/1 yet its tracking has not updated.. has my package shipped yet???????
1,"an awful experience. apparently my shipment is lost and no one too help. but you had no problem charging me for it.
i ordered a small item that the store was supposed to have and obviously their inventory was messed up. computer showed 23 in stock. drove up and not a one. paid twice the amount of item for shipping. you let me down house store! i might be done. i ordered a similar item from lowe's. guess what! free shipping! oh yeah, and i actually got the order."
1,"still waiting, said it was delivered and i was house waiting.  they dropped somewhere but not my house!"
1,great addition to house store online ordering and shipping updates.
1,the 2 packages in this shipments were not delivered on the same day. instructions to leave the package by the back door were not followed and packages were left in plain view for anyone walking on the street.
1,not here on expected date.
1,"multiple ""weather"" delays in cities where there was not inclement weather. shipment required adult signature for no particular reason, further delaying delivery."
1,great addition to house store online ordering and shipping updates.
1,well the original delivery date was march 4. here it is now march 5 at 7:50 pm and still no delivery..  2 days of waiting for it and no show... i won't be ordering from house store on line anymore...
1,"you messed up the address, put the apartment number before my name, my name as the address, ups couldnt figure where to deliver it...so i had to track it down at the store myself. very unprofessional coming from a company that id imagined i could count on."
1,"i ordered all of these items at once, i have yet to receive half the things i need to complete my project. "
1,"it would be helpful to associate the tracking # with an item description, otherwise great service."
0,it was delivered a week in advanced
1,"my order was for a vanity, faucet, and this side splash. i have received emails notifications that the vanity and faucet were received but no email to advise that this side splash was received. i will call the store to check."
1,i never gotten any text that the item was delivered.
1,where the hell is my order?
1,"the ups tracking site is much better, yours hasn't been updated for more that 36hrs"
1,the package is in mesquite on the 4th and it's delayed until the 9th because of bad weather?? ridiculously lousy service!!!!!!!! sun is shining here and i don't see an issue when it is so close to me.
1,the right address is 10637 so. king drive not 10737.
0,outstanding.
1,i wanted this order canceled
1,received it late
1,"got a text on march 5, 2015 stating i'd received my package that day and didn't get it until 1 pm on the 6th of march"
1,yet another failed attempt.
1,"there was some light snow, not a blizzard. there shouldnt of been a day late delivery because of a little snow."
1,order was for 2 rolls of wire. one of the rolls had the plastic wrapping torn badly and the wire was damaged in some areas.
1,no tracking details
1,my package has not been delivered.  contacting ups did not help and an investigation had to be opened.  further delay of 8 days
1,where is my product?
1,my package sat 20 miles from my house at the local warehouse for three days because they kept changing the delivery date. they claimed severe weather troubles. all along ups trucks drove right by my house. i guess that one truck just couldn't make it to me. unbelievably the worst excuse i've ever heard.
1,"item arrived broken. now i have to wait till i return the item, then order another one then wait another 6-8 days to revieve it. "
1,"address is correct & complete.  not delivered. tfy again monday.
"
1,i recived a empty box
1,still waiting on the rest of the order.
1,i was very upset when it was left outside. my mother is 72 and could not lift this.  i would have been nice if they could have just put it in the door a little. now i have to go make sure it's still there and carry it inside.
1,last check said to expect delivery today. checked today and the delivery date is 3 days later.
0,excellent service. the notifications were extremely helpful. no surprises.
1,"package left on front porch, didn't wait at all for anyone to come to door so it could be left inside.  too heavy for occuupant, so i had to make an extra trip immediately to put it inside."
1,ordered over 9 days ago and ups still shows it not shipped . house store showedexpected delivery for 4 days earlier and it still hasn't shipped...the 2 worst experiences i've had in hundreds of online orders has hands down been house store only ordered twice and both have been the absolute worst online shopping experiences.  i never plan to buy anything from house store online ever again. they can't keep track of their own inventory or get something out within 9 days!! wow!!
1,"order somewhere ,who knows where .supposed to have a sunday am delivery .expect date to be changed."
1,shipping date keeps pushing back..  am i ever going to relieve this stove and will it be smashed again??  perhaps..
1,terrible
1,tracking showed online to arrive monday the 9th.  showed up on the 6th & told me they can't bring it in only 1 guy came.  i paid for delivery  what kind of service is this??  stated they will come back.  i will be reporting this to better business bureau as well as house store. regret buying from house store now.
1,i haven't heard any status on the dining table or motion chairs.
1,"the service was awful. we had to login to figure out delivery date, only thing we got was an e-mail. they just came in the morning threw harshly the stuff outside our door and left. didn't even bother to knock. the boxes were broken and damaged. we hope the stuff is in good condition. this is by far the worst delivery i have ever experienced."
0,"the delivery man was an exceptably friendly man!
"
1,"the estimated delivery date has  changed 3 times, with  each estimate fluctuating 7-10 days from the last estimate. no way to track detailed delivery status of package. very frustrating. this is why i prefer  amazon prime. "
1,"took over 2, weeks to get,delivered. that is way too long. will never ordwe,again."
1,"the delivery is so slow! it takes about 9 days to be arive! 
the delivery guy just drop the boxes outside! this is ridiculous!!!
i'm not happy with that service at all!"
1,maybe finally the nightmare will be over?  we'll see monday pm.
1,both boxes were damaged as well the items inside the boxs because delivery service.
1,"poor shipping info, defective product returned to store. store return was better than expected"
1,postponed our trip so as to receive delivery only to find out it will sit in houston for 4 days! better updating would have been appreciated.
1,the text message didn't work
1,"tracking told me that this shipment would arrive on wednesday, mar. 4. after checking tracking on wednesday, it said that shipment would arrive on thursday. thursday rolls around, and it tells me that it would arrive friday. friday rolls around, i get house at 4pm to find the package on the front step. at 10:02pm, i get the text notification saying that it was delivered. this will probably be the last time i order online from hd and have it shipped to my house. "
1,this is the last time i order from hd ..your shipping method is the worst ..i order 6 thing that came in 5 different package ..and i still do not know where my saw blades are ..no tracking record is available
1,the package was in badly beaten shape. upon opening found that the contents were crushed. the appearance of the package indicated it was tossed around a lot.
1,waited all day..almost 9pm..need to tell closer time. .had to wait all day
1,"the package was delivered at apt 628 in error.
"
1,expected delivery date went from mar 4 to mar 5. today is mar 6 at 7:55 pm and still no delivery... i would sure like to know when i can leave my house again.
1,ups always delivers !
1,the package was in badly beaten shape. upon opening found that the contents were crushed. the appearance of the package indicated it was tossed around a lot.
1,"the driver ring bell and left package on porch and drove off, disabled had to get someone to sit it inside door for me."
1,"the only recommendation i would have, is to flag ups to text or email at the time of delivery. i received the text several hours after. prefer the opportunity to come house and put it inside and lesson the risk of theft. otherwise, great."
1,this was the second refrigerator that i ordered because the first one that was damaged the second one came also damaged this has been the worst experience of my online ordering
1,"late as always, ill be surprised if the items are not damaged"
1,"i ordered 3 boxes. now the order status is delivered, but i only received 2 boxes."
1,"i need it sooner.
"
1,item was received broken. not too happy. the good news is i was able to return it to the store.
1,product was severly damaged
1,"i cancelled this order on 3/5 am. first rep disconnected me. second rep clearly assured me the order was cancelled. i then req a supvr to report the 1st rep disconnecting me and he too assured me this order was cancelled. however, tonight i see an email stating it was shipped. this is the last order i place or purchase with house store. this is totally unacceptable especially when mgmt also took this information. i demand a letter explaining how this was still shipped and an apology from the ""top"
1,package not deliverd
1,cool stuff
1,the text messages were severely delayed andn the guy didn't even ring our doorbell
1,we did not receive the package.
1,package was smashed oil all over everything pieces missing.
1,my product arrived damaged
1,"you are sending this order to the wrong address. we have called about this already. the correct address follows:
1300 schillinger rd. s. lot d-13
mobile, al. 36695
we have made several calls see that this is taken care of asap!"
1,"i paid extra to have this package delivered to me quickly.  i have a deadline on monday so i paid extra to get my shipment to me.  i understand weather issues, but, i also expected higher priority placed on my shipment to get my packages to me right away.  i'm disappointed in ups recovery."
1,brutal
1,it was delivered to mesquite texas and never left and we are in arizona so i don't see how it can be delayed due to weather. maybe back east but not here in the southwest.
1,"it was shipped twice with pedestal broke. 2 weeks late getting job finished. bought one at lowe's better selection in stock and no dang broken stuff. 

"
1,once again dropped off outside without letting us know they were delivered.  left outside in plain sight of anyone watching them be delivered.  left where the dog got to them and chewed the boxes.  could have / should have rang the doorbell!!!!!!!!!!!!!!!!!!!!!  not satisfied
1,last update march 5 today is march 7
1,this package was for pickup from house store.  not delivered to my house.  i have a security gate with diffcult access.  i now have to figure how to get this error corrected.
1,they was slow and come really late!
1,"it was due on the 6th, today's the 7th, im really hoping i receive it today !!!!"
1,"house store was great, ups not so much."
1,"considering i order this feb. 23rd and received notice that it shipped on feb. 24th and the tracking status has not changed since then and it's march 7th, i have no idea what the real status of my order is.  not a happy customer."
1,"leaving cardboard boxes in the driveway, when rain is coming, without letting the houseowner even know that they were delivered is just bad business.  this happens with every delivery you guys make.  boxes are all beat up, with holes in them, left outside in plain sight of the world without letting us know they are dropped off.  not satisfied"
1,"this has been the worst experience that i have ever had with the house store. i place an order, pay for shipping, get a delivery date, and 4 days after it was to be delivered i am still waiting and no one knows anything. i will make sure that everyone that i know is informed that once you place your order that house store does not take responsibility for the on time delivery and they don't care if you get your item or not. once it leaves the warehouse its out of their hands and they don't care."
1,no comments needed
1,missed delivery commit
1,damaged
1,can't believe i paid for 2nd day air!
1,"nice to be able to buy something for my daughter and have it shipped directly to her house, while i covered the billing payment."
1,the date is all jumbled on top of each other.  that is the most important thing on the page change to color to bright orange on the gray backdrop
1,i still don't have my order which was supposed to be delivered last wednesday.  i'm still waiting for the status to update on the ups site for the tracking number.  it hasn't changed since friday morning.
1,order not recieved
1,"i had a terrible experience the last 2 times having packages delivered by ups. no up to date tracking info, leaving me guessing when my package was to arrive. "
1,no info-worthless- order has shipped email doesn't mean shipped
1,i am totally disappointed that i cant get an approximate shipping date from louisville kentucky to nashville. the latest information is the package was scanned at 12:53 am on the 5th. today is the 7th and no more information is given even when i call ups.  i paid for expedited service and expect this chage to be refunded. lastly if i dont hear back from you i will order the same product from lowe's and return your order for a refund.
1,order was placed in january. it is now march and it still shows that it has yet to leave the origin. where is my shipment?
1,my shipment shows that it has been sitting in ga for a week. this is unsat!!!
1,"this sucks who needs it if its late?
a mechanical failure has delayed delivery. we're adjusting plans to deliver your package as quickly as possible. / we're working to deliver your package as soon as possible.
shrewsbury, ma
mar 05, 04:00 pm
severe weather conditions have delayed delivery. / we're working to deliver your package as soon as possible. "
1,"order # w346907346

where is it?!!"
0,the follow-up and tracking of every individual order has been excellent!
1,the date 8 march 15 has come and gone .the truck has not appeared.
1,i was told when i ordered this item. it could be put in an old one could be taken out. i ended up doing it by myself to find that the freezer and refrigerator door do not stick clothes. i was also speaking to someone online about this refrigerator being a normal regular standard size i'm not too good with measurements. the person online told me the size i got was standard and it is very small does not have a meat department in the refrigeratoi don't know how to have this returns and this fixed.
1,there has not been a status update on my order in two days and the delivery range is four days long it needs to be more precise and i need to be kept in the loop more about where my package is and an estimated delivery date and time very poor customer service
1,"order placed on feb 14 and was supposed to be delivered feb 26 - mar 2. it arrived at the delivery terminal on feb 25 and sat there. the carrier committed to a mar 3 delivery and i received notification it was on truck for delivery that morning. however package never arrived so i called the facility and they said the truck had issues and it would be delivered that day, march 4. package didn't arrive so i called on march 5  and was told a truck was down and wouldn't get package until march 7th. "
1,"i have still not received my order. apparently you had the wrong delivery address, which i corrected last week. i have received no information, no phone call, nor any email about delivery failures. please confirm this message and my expected delivery date."
1,"product was damage on deliver ,.not happy at all at this moment ,really sucks"
1,delivered on 02-26-2015 is wrong i got call this morning that items finally came in lat fri. or sat.
1,constantly changing delivery dates. unreliable shipper. waited on hold forever. package sat in milwaukee friday and i was told it wasnt ready for shipping monday morning. as a logistics scheduler myself i find this ridiculous. i now have to wait until wednesday the 11th to pick up a tub that was supposed to deliver on march 3rd. never again will i order from house store and have it shipped to the store. extremely dissapointed.
1,shipment delayed for over a week from original estimate.  not here yet and no reason given.
1,the truck driver was very professional and helpful.
1,you are not honoring your dates
1,when i ordered i was told shipment between 3/6 and 3/9.  now on 3/9 told delivery now 3/17 and 3/18!!!
1,i tracked the shipment no problem there. the problem is with house store not being able to find my item for me!!! took an hour of waiting. and it had just arrived an hour or 2 before i went to pick it up.
1,not happy. not on schedule whatsoever.
1,"ups has delivered all of our house store orders to the wrong address package after package! thus, we have to go and pick them up!"
1,4 days no update
1,still no tracking info......
1,"heater has not shipped, exception notice not issued. costing $40~50/day to heat to 50 f. delivery now not till 18th. the $2,000 + this is now costing me for a $300 heater is a bit out of bounds. any immediate action, monetary or else wise will be greatly appreciated."
1,"why not sooner??
"
1,i have never been disappointed with ups.
1,"as of mar/8, tracking details showed nothing after mar 4 . where is the merchandise?"
1,"from start to finish, a job well done.  i'll do more online ordering when necessary.  "
1,could be faster shipping
1,god
1,your carriers need to improve their tracking they at times take up to five days to update their tracking info
1,didn't get it
1,"mechanical failure?? i've had floor man here waiting and getting paid. first delivery was set for the 6th, then today the 9th, and now ups site doesn't have a date."
0,very dedicated driver
1,how did the package just ship 5 days after i placed the order?
1,the order was delivered before the tracking information was updated past shipping label created.
1,when i placed the order on the line it said the approxitmate delivery date was 3/10-3/11. now it was not shipped until 3/9 amd estimated delivery is 3/16. my tile installer is scheduled for 3/13. this is the same reason i closed my house store credit card. terriable service.
1,my shipment has been sitting in little rock arkansas for days now and it should have been delivered to bull shoals arkansas days ago.
1,"delivery date march 6th, this is the 9th.via phone ups says i have no package to be shipped. 
"
1,"no one called or emailed.
sloppy"
1,ridiculously slow even though this was paid for expedited shipping.
1,wrong part.
0,thank-you
1,"a couple of things:  1. my custom vanity top arrived broken!  now i  have to start again and reorder one.  3-4 weeks waiting with a vanity cabinet without top... 
2. the color finish is completely different from what i ordered: light coco,  #38050.  the top looks horrible displaying messy dark brown/purple brush stokes. i'm extremely disappointed. 
more, st paul cust service blames the mexican factory and cannot guaranty a finish that is even close  to what hd sales as light coco vanity top.  "
1,"ask questions once i get my product, im not giving out a fair rate until my order arrives. thank you"
1,no delivery date
1,just provide a link to ups.com. its an extra step going to your third party website...
1,"no llamaron a mi puerta, colocaron un aviso diciendo que yo no estaba, lo cual es falso pues aqui estaba esperando la entrega. ellos no me tocaron la puerta."
1,horrible!! suppose to be here on march 4 and has shown to be in sweetwater since march 2. now march 9 and i still don't have it. very unsatisfied
1,took forever to come. items i ordered from other website after i ordered this vanity already came. house store should use a more efficient transporter. this is a disgrace. today is tenth and nothing came yet.
1,"absolutely horrible experience so far and my product still hasn't delivered. seko has told me multiple times that i should be receiving a call from the white glove delivery company any minute now. that happened on 3/6 and again on 3/9. the tracking shows zero updates since 2/25, only that my product should deliver between 3/3-3/5. turn out that my product has been sitting at seko in el paso since 3/2 and has yet to be delivered to the white glove delivery company."
0,courteous delivery men!  thank you
0,very fast delivery
0,great to order and track and be notified by text upon delivery. :)
0,easy to use.. easy to see what is happening
0,excellent service!! through the roughest of weather our shipment was delivered!!! thanks to all!!!
0,service counter went to the back and brought out my paint in less than 5 min.. everything was correct and in perfect condition excellent service.
0,excellent service by both house store and ups.  ups delivery people are always courteous.  appreciate that.
0,the best
0,excellent
0,great service!
0,shipment arrived on time; boxes all in good condition. driver carried them inside house since i have a back injury-- that was much appreciated. experience overall was positive.
0,very good tracking system. everything was explained well and very user friendly. overall experience was excellent.
0,great service
0,everything was great!
0,excellent!
0,arrived earlier than 1st expected!  looks good!
0,everything  was fine  except  for the  delays  due to the weather.  glad to finally  receive  my garden  tractor!
0,every thing was great
0,waiting...
0,great.
0,thanks team.
0,would order again!!
0,"love the deal i got on the fans, they were delivered really fast too!!"
0,always easy to work with on my orders
0,"easy to order...fast.. i couldn't believe it..thanks so much for making this experience easy..especially with paypal
"
0,thanks
0,very poor service
0,rating so far...
0,super fast delivery and i was able to follow the shipment the whole time.
0,nice and easy!!!!  thank you!!!!
0,product has not arrived yet- it's due thursday- but i'm impressed with the speed the product has left the warehouse and with the amount iof details provided so far and the ease of finding it!  definitely better than most other retailers ! thank you!
0,excellent service!!
0,good job
0,probably one of the better ordering and tracking processes i've used online.
0,good job thanks
0,you guys had the best price for this item!!! thank you so much
0,thank you
0,i liked how i could keep track of where my order was.
0,fast and quick
0,"shipping was good, unfortunately a small dent was visible on the exterior of the cabinet."
0,we enjoy using your service. the local delivery person here is tops!
0,it would be nice to know the time
0,great service - thanks
0,very poor
0,always a good job
0,great service keep up the good work
0,excellent.
0,"great, very fast shipping."
0,excellent
0,so very easy!
0,fabulous!
0,really good service
0,all was just great !!
0,the best tracking links via email i've come across...
0,excellent
0,store staff was very helpful in holding and loading equipment.
0,excellent !!!
0,thank you for making the process  more simple and easy to follow
0,very decent overall.
0,"would like to see address listed on this page, other than that this page is super!"
0,so far so good
0,"excellent delivery experience and services 
thanks"
0,"i must say after a nightmare online order with a competitor, i will never hesitate to shop with house store on line it has been a wonderful experience.  thank you your company has a great system and employees."
0,you are doing great
0,i am happy. thanck you....
0,it was excellent.
0,"surprised! was supposed to come between the 6th and 10th , but came early - today- !! so nice! thank you!
richard novak."
0,these folks did a great job.  and fast too!  excellent experience.  i'd do it again in a heartbeat.
0,very convenient for me.
0,good
0,nice app!
0,"nice,easy, and quick"
0,super fast shipping! thank you!
0,great
0,got it earlier than excepted!!
0,"great job getting a very small package  to me very quick
thank you"
0,love it
0,very fast service! exceeded expectations.
0,very fast shipping
0,"easy check out, great item."
0,good work guys keep it up
0,things went well.
0,"his tacking system is great , it's a keeper"
0,just as described in the ad. very easy to install.
0,great service. .. everything was delivered on time. .. thank you
0,excellent service. couldn't be better
0,great quick service! i use you whenever i can as the biggest internet retailer is verrrrrrry slow!
0,easy to track
0,"very smooth and fast shipments, arrive before est. dates, always, nice work!"
0,a lot easier then most places. i had a decent experience
0,will finish survey when delivery is complete. really like the tracking system. thank you
0,great service.  they deliver no matter what the conditions are.
0,"very fast delivery and easy installation, highly recommend this product and using hone store!"
0,cant rate the overall delivery since we are still in process.  but great summary screen.
0,perfect
0,love house store shipping to house.
0,excellent service
0,very fast and accurate!
0,on time
0,"taks for your help,i am very happy for you business"
0,this is awesome!
0,"it was easy to find,thanks"
0,very happy
0,very impressive! tyvm
0,happy my shipping address was updated.   so thankful.
0,this interface is beautiful and easy to read. tremendous!!!! thank you!
0,great service!
0,great delivery person super fast shipping
0,"great service, fast delivery"
0,ups is always great . waiting for delivery.
0,received 4 days earlier than expected and delivered right after an ice and snow storm. thank you house store and ups !!
0,very efficient shipping!
0,"thank you 
it came sooner than expected "
0,this is a great featureally for orders being shipped...absolutely love it!
0,i love the ship to house service.
0,"great , keep up the good job!"
0,love the tracking update. always thankful to ups for delivering on time.
0,good idea. it is scheduled to arrive fast.
0,everything was excellent
0,so far so good
0,you were supossed to ship it to the danvers store!!!!!! not my house!!!!
0,"awesome, fast & super convenient. thanks!"
0,delivery person ...very nice and polite.
0,thank you for this fabulous feature.
0,"sooner than expected. 
great service. 
thnx"
0,fast delivery!
0,glad to know that the service and quality still exist thank you very much house store on my way to pick up my merchandise.....
0,great information
0,took longer than i expected.
0,great service from house store.
0,"the actual delivery guy was great and very helpful.  all of the women clerks did not know their butts from a hole in the ground when i questioned them about my orders status, also it would help a lot if your customer service people spoke english as a first language."
0,program would not load for days and now the delivery date is way longer than stated at purchase
0,it was an easy transaction and fast delivery.
0,our rug arrived four days before the estimated delivery date!  great job.
0,excellent and easy to use
0,everything seems to work now hope it will last along time mom loves it thank you
0,good job!
0,it snowed so i have not used them they look very nice and well built
0,easy system to follow and kept updated very well.
0,excellent
0,waiting /delivery time     very good  job.  thanks
0,fine. very good
0,wow!! received super fast!! thank you!!
0,very  satisfied
0,quick and easy arrived in perfect condition!
0,first time ordering online from house store. what a great experience. thank you for outstanding customer service.
0,i always find what i want at house store with an excellent shipping experience.
0,very good experience great job house store. appreciate the notifications so the package did not sit on porch.
0,great thanks
0,"thank you,''house store'' !"
0,"ridiculous experience. i paid for expedited shipping (next day) - you can see how that turned out.  this is systemic, unfair and frankly unethical.  "
0,i liked the service. living in nyc this is just great.🚚👍
0,very pleased delivery
0,the package was delivered to my shop not my house. but all and all i got my package. thank you very much.
0,great service
0,great job !!!!!
0,fast ship and very easy to keep track of
0,"i'am truly happy with the experience i just had with house store.com, i would definitely not hesitate to use this site again. the shipping information was dead on as far as when the package would arrive. i placed the order on a sunday and it was delivered on thursday, the package originated in texas and was delivered to wilkes barre, pa in just 5 days. "
0,"wow! very fast shipment! i got my package next day after placing my order!!!! i had really good experience! 
thank you!"
0,good so far.
0,nice and easy .
0,"no contact before just showed up. would have liked, as with other shipments, to know when to expect delivery so that someone could be around."
0,very happy with the fast delivery and the cost of the ceiling fans.
0,went online looking for led bulbs found what i needed at house store     1 item wasn't available at my store so ordered online and total purchase was shipped free.
0,excellent job! thank you for such a prompt delivery. i will surely use this service again in the future. thank you very much for your excellent service and customer care.
0,love it! thanks.
0,delayed by weather other than that worked as scheduled
0,great new way to find out when things are going to arrive.
0,"estimated delivery date and actual delivery as stated, was impressed. "
0,"so far so good
still waiting on product but love this email and updates
i have been ordering from house store for 15 years and think this is great "
0,great delivery driver. very helpful and friendly.
0,austin office was awesome.  liz very helpful with questions and delivery. the delivery guys were polite.  have not unpacked furniture at this point but very pleased with this delivery company.
0,very nice delivery man
0,awesome to do business with a company who has the merchandise needed and has it delivered in a timely manner-will shop at the house store more often-appreciate your service
0,thank you for making this so easy!
0,this is the best ux experience i have had.
0,good store
0,thank you for carrying this product in this style and size.
0,good as always
0,very nice!
0,thank you!
0,shioped & arrived fast
0,this delivery experience was a joke!
0,"so far, so good!"
0,"our delivery date has changed 4 times so far. very very frustrating when you need the product you ordered. i could have bought in store at lowes but have always been a loyal house store customer, but i wont do this again:("
0,so simple   thank you
0,great
0,good job.
0,"simple, fact package tracking. anxiously awaiting delivery. 
thank you."
0,the shipping estimate when i ordered was very conservative.  i'm very happy this order is arriving earlier than expected.
0,"very satisfied, will keep shopping. thanks house store"
0,excellent!
1,you people are a bunch of fuck up's
0,"was easy to order , nick was very helpful. "
0,great job
0,perfection!
0,it is a pleasure to deal with house store. you make everything very convenient.
0,thanks
0,just received!    thank you!   very nice driver!!!
1,all pipes were delivered bent!!!!had to pay extra just for the installers time to unbend the pipes so they would even fit!!!!
0,painless....need i say more. thank you
0,the staff was very helpful with my tracking questions. a+ will use this company again.
0,"gate code needed, call above number"
0,awesome expirance
0,fast shipping thanks!
0,great to watch the progress and know exactly the day to look for it.
0,ups  is awesome!  great shipping experience!
0,i really appreciate the material being left on my front porch as i work and need it to finish my project. great job! will use your service again
0,thanx
0,good work
0,thx
0,good tracking.
0,very user friendly.
0,arrived promptly and in excellent condition.  very pleased with my purchase and great service!
0,totally satisfied.
0,nice gun!
0,works great!
0,i love this it helps me to make sure i'm house...
0,i would recommend it to everybody !!
0,"your the greatest
thanks"
0,"fast, and thank you. "
0,●～*●～*●～*●～*°ο°°ο°ˋ▽ˊψˋ▽ˊψ゜ロ゜゜ロ゜゜ロ゜ˋ▽ˊψˋ▽ˊψˋ▽ˊψ●～*●～*●～*●～*●～*●～*●～*●～*●～*
0,it was a very easy process to place my order and track it as well. i received email alerts in a timely manner.. the link to check the status of my shippment was very convenient.. and the text message uodate option was great. i had complete peace of mind.
0,love the ship to house feature for orders online. this makes shopping online very easy.  no issues with any of my orders.
0,very quick thank you
0,"great job, thanks!"
0,great job
0,always on time and correct.
0,thank u
0,great delivery service!
0,excellent. easy and simple. great experience. i will definitely do it again!
0,very fast shipping!  thanks!
0,dec
0,great!
0,everything went according to what was laid out by house store. it was a good experience
0,house store is the best!
0,very accurate information
0,incredibly easy to use!
0,seems like a great way to track
0,love buying from you guys
0,it was exactly as planed thank you       alan l carpenter
0,great job!
0,very good servise
0,"i love this service
i only wish military discounts were accepted "
0,very easy happy
0,thanks
0,great
0,wonderful ...i'm very pleased with everything !!!:-)
0,the delivery person was excellent. great customer service.
0,everything was easy to find and easy to read.  thank you!
0,it was perfect. well done!
0,fantastic so far
0,thanks -- great idea to use sms this way
0,yay for great design!
0,a+
0,more
0,perfect
0,making it super easy!!!
0,thank you.. easiest tracking update experience ever
0,very friendly and useful tool.
0,great.
0,good 👏👏👏👏
0,thank you so much
0,"i love this item as foot board and warmer. i would gladly purchase another one.

jamila"
0,thank you!
0,got it quicker that was said.
0,great services
0,great service to offer. outstanding.
0,"excellent processing, from ordering item(s) to short delivery waiting time. great job team."
0,"i live in the rural area of town and the people that deliver out here are great.
keep up the good work ups!"
0,good and easy.  thansks.
0,it's now 6:54pm est package just arrived. i apologize for my neg. comments.
0,it's now 6:54pm est package just arrived. i apologize for my neg. comments.
0,very good service. shipment arrived prior time scheduled.
0,"arrived on time, in excellent shape. thank you!"
0,delivered ahead of the originally promised date.
0,delivery driver was great overall experience was good.  there seemed to be long gaps of no activity in the shipping process i found that frustrating
0,youre awesome !
0,"guys that delivered worked their *sses   off getting the 300lb sink upstairs.  great job, thanks much!"
0,h
0,good
